AssemblyAccession	AssemblyName	Organism	SpeciesTaxid	BioSampleAccn	ContigN50	Coverage	Strain	Pathovar	Owner	Link
GCF_051068955.1	ASM5106895v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN47852650	110307	118	GBBC 3593		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051068995.1	ASM5106899v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN47852649	110600	116	GBBC 3592		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069535.1	ASM5106953v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495461	129127	112	GBBC 779		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069575.1	ASM5106957v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495460	129127	112	GBBC 767		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069595.1	ASM5106959v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495458	110310	119	GBBC 764		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069615.1	ASM5106961v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495459	110598	118	GBBC 765		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069635.1	ASM5106963v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495457	129127	111	GBBC 762		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069655.1	ASM5106965v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495456	129126	111	GBBC 761		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069675.1	ASM5106967v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495455	129127	114	GBBC 683		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069695.1	ASM5106969v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495454	110307	119	GBBC 682		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069715.1	ASM5106971v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495452	129127	114	GBBC 680		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069735.1	ASM5106973v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495453	110599	116	GBBC 681		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069755.1	ASM5106975v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495451	110307	118	GBBC 679		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069775.1	ASM5106977v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495450	110600	118	GBBC 676		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069795.1	ASM5106979v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495449	110600	116	GBBC 672		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069815.1	ASM5106981v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495448	129127	110	GBBC 671		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069835.1	ASM5106983v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495447	120348	110	GBBC 670		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069855.1	ASM5106985v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495446	110308	116	GBBC 669		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069875.1	ASM5106987v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495445	110598	117	GBBC 668		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069895.1	ASM5106989v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495444	110307	117	GBBC 667		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069915.1	ASM5106991v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495443	110310	119	GBBC 666		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069935.1	ASM5106993v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495442	110600	117	GBBC 665		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069955.1	ASM5106995v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495441	129127	112	GBBC 632		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069975.1	ASM5106997v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495440	129127	114	GBBC 631		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051069995.1	ASM5106999v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495439	129127	113	GBBC 630		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070015.1	ASM5107001v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495438	129127	113	GBBC 629		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070035.1	ASM5107003v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495437	110310	115	GBBC 627		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070055.1	ASM5107005v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495436	110307	118	GBBC 624		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070075.1	ASM5107007v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495435	129127	113	GBBC 623		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070095.1	ASM5107009v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495434	120351	113	GBBC 620		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070115.1	ASM5107011v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495433	110310	115	GBBC 613		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070135.1	ASM5107013v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495432	110600	119	GBBC 611		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070155.1	ASM5107015v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495431	110599	120	GBBC 610		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070175.1	ASM5107017v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495430	120353	113	GBBC 608		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070195.1	ASM5107019v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495429	110307	118	GBBC 604		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070215.1	ASM5107021v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495427	129127	111	GBBC 599		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070235.1	ASM5107023v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495428	129127	112	GBBC 603		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070255.1	ASM5107025v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495426	110310	117	GBBC 597		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070275.1	ASM5107027v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495425	129126	113	GBBC 594		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070295.1	ASM5107029v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495424	110599	117	GBBC 589		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070315.1	ASM5107031v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495423	104610	119	GBBC 588		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070335.1	ASM5107033v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495422	110599	118	GBBC 587		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070365.1	ASM5107036v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495421	129126	115	GBBC 584		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070415.1	ASM5107041v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495420	129126	115	GBBC 583		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070475.1	ASM5107047v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495419	120349	119	GBBC 569		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070495.1	ASM5107049v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495418	110307	119	GBBC 564		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070525.1	ASM5107052v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495417	129126	117	GBBC 563		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070595.1	ASM5107059v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495415	129127	115	GBBC 522		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070625.1	ASM5107062v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495416	110598	116	GBBC 539		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070665.1	ASM5107066v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495414	110598	115	GBBC 519		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070725.1	ASM5107072v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495413	110599	117	GBBC 516		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070755.1	ASM5107075v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495412	110598	117	GBBC 515		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070805.1	ASM5107080v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495411	110599	120	GBBC 514		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070845.1	ASM5107084v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495410	101464	118	GBBC 513		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070875.1	ASM5107087v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495409	110600	116	GBBC 507		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070945.1	ASM5107094v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495408	110599	116	GBBC 505		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051070965.1	ASM5107096v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495407	120352	115	GBBC 504		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071035.1	ASM5107103v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495406	110599	117	GBBC 502		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071065.1	ASM5107106v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495405	110310	121	GBBC 3519		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071105.1	ASM5107110v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495404	120500	114	GBBC 3416		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071165.1	ASM5107116v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495402	129127	117	GBBC 3362		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071185.1	ASM5107118v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495403	110307	118	GBBC 3363		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071225.1	ASM5107122v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495401	129126	115	GBBC 3360		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071285.1	ASM5107128v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495399	110600	117	GBBC 3044		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071315.1	ASM5107131v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495400	110310	120	GBBC 3335		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071345.1	ASM5107134v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495398	129127	113	GBBC 3034		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071425.1	ASM5107142v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495396	110308	118	GBBC 1685		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071445.1	ASM5107144v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495397	110598	117	GBBC 1688		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071475.1	ASM5107147v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495395	110307	116	GBBC 1317		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071555.1	ASM5107155v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495394	101464	119	GBBC 1291		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071575.1	ASM5107157v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495392	110600	117	GBBC 1241		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071595.1	ASM5107159v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495393	120424	114	GBBC 1287		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071665.1	ASM5107166v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495391	110308	119	GBBC 1240		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_051071685.1	ASM5107168v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN46495390	110599	118	GBBC 1091		Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)	1217603
GCF_054881635.1	ASM5488163v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN54805814	3475833	52	INTABV18		University of California Davis	1407867
GCF_054882375.1	ASM5488237v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN54805817	3488461	52	INTABV2657		University of California Davis	1407867
GCF_054882395.1	ASM5488239v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN54805816	3483062	52	INTABV624		University of California Davis	1407867
GCF_054882405.1	ASM5488240v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN54805815	3475831	52	INTABV29		University of California Davis	1407867
GCF_056815655.1	ASM5681565v1	Ralstonia solanacearum (b-proteobacteria)	305	SAMN20349546	1152004	58.5	Ancestor		University of York	749007
